Brand,Year,Fuel_Type,Horsepower,Cylinders,Transmission,Drive_Type,Doors,Vehicle_Size,Highway_MPG,city_mpg,Popularity,Price
Mercedes-Benz,2016,premium unleaded (required),577.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,22,15,617,101700
Mercedes-Benz,2016,premium unleaded (required),302.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,28,20,617,55600
Mercedes-Benz,2016,premium unleaded (required),329.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,29,20,617,54200
Mercedes-Benz,2016,premium unleaded (required),402.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,26,18,617,60300
Mercedes-Benz,2016,premium unleaded (required),329.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,29,20,617,62250
Mercedes-Benz,2016,premium unleaded (required),402.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,26,17,617,68700
Mercedes-Benz,2016,premium unleaded (required),577.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,21,15,617,104300
Mercedes-Benz,2016,diesel,195.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,42,28,617,52650
Mercedes-Benz,2016,premium unleaded (required),329.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,28,20,617,56700
Mercedes-Benz,2017,premium unleaded (required),329.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,29,20,617,62600
Mercedes-Benz,2017,premium unleaded (required),241.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,29,22,617,54650
Mercedes-Benz,2017,premium unleaded (required),329.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,28,20,617,57050
Mercedes-Benz,2017,premium unleaded (required),241.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,30,22,617,52150
Mercedes-Benz,2017,premium unleaded (required),329.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,29,20,617,54550
Mercedes-Benz,2017,premium unleaded (required),402.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,26,18,617,60650
Mercedes-Benz,2017,premium unleaded (required),402.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,25,17,617,69100
Volkswagen,2015,electric,115.0,,DIRECT_DRIVE,front wheel drive,4.0,Compact,105,126,873,33450
Volkswagen,2015,electric,115.0,,DIRECT_DRIVE,front wheel drive,4.0,Compact,105,126,873,35445
Volkswagen,2016,electric,115.0,,DIRECT_DRIVE,front wheel drive,4.0,Compact,105,126,873,28995
Volkswagen,2016,electric,115.0,,DIRECT_DRIVE,front wheel drive,4.0,Compact,105,126,873,35595
Ford,2012,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Large,16,12,5657,31460
Ford,2012,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,17,13,5657,26630
Ford,2012,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,17,13,5657,27630
Ford,2012,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Large,17,13,5657,28985
Ford,2012,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Large,17,13,5657,27840
Ford,2012,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,16,12,5657,30560
Ford,2013,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,17,13,5657,27325
Ford,2013,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,16,12,5657,31485
Ford,2013,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Large,17,13,5657,30145
Ford,2013,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,17,13,5657,28785
Ford,2013,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Large,17,13,5657,28540
Ford,2013,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Large,16,12,5657,32385
Ford,2014,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,16,13,5657,28600
Ford,2014,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,16,12,5657,32760
Ford,2014,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,16,13,5657,30060
Ford,2014,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Large,16,13,5657,31420
Ford,2014,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Large,16,12,5657,33660
Ford,2014,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Large,16,13,5657,29815
Ford,2012,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,16,13,5657,28760
Ford,2012,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,15,11,5657,34320
Ford,2012,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,15,11,5657,35620
Ford,2012,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,15,11,5657,34160
Ford,2012,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,16,13,5657,31200
Ford,2012,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,15,11,5657,31855
Ford,2013,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,15,11,5657,35245
Ford,2013,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,15,11,5657,36545
Ford,2013,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,15,11,5657,32785
Ford,2013,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,15,11,5657,35085
Ford,2013,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,16,13,5657,29455
Ford,2013,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,16,13,5657,31900
Ford,2014,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,16,13,5657,32675
Ford,2014,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,15,11,5657,37320
Ford,2014,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,15,11,5657,36020
Ford,2014,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,15,11,5657,35860
Ford,2014,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,15,11,5657,33560
Ford,2014,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,16,13,5657,30230
Mercedes-Benz,1999,regular unleaded,349.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,21,15,617,5878
Mercedes-Benz,2000,regular unleaded,349.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,21,15,617,6120
Toyota,2003,regular unleaded,108.0,4.0,MANUAL,front wheel drive,4.0,Compact,38,30,2031,10775
Toyota,2003,regular unleaded,108.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,36,28,2031,11575
Toyota,2003,regular unleaded,108.0,4.0,MANUAL,front wheel drive,2.0,Compact,38,30,2031,10245
Toyota,2003,regular unleaded,108.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,36,28,2031,11045
Toyota,2004,regular unleaded,108.0,4.0,MANUAL,front wheel drive,4.0,Compact,38,30,2031,10885
Toyota,2004,regular unleaded,108.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,36,28,2031,11685
Toyota,2004,regular unleaded,108.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,36,28,2031,11155
Toyota,2004,regular unleaded,108.0,4.0,MANUAL,front wheel drive,2.0,Compact,38,30,2031,10355
Toyota,2005,regular unleaded,108.0,4.0,MANUAL,front wheel drive,4.0,Compact,38,30,2031,10985
Toyota,2005,regular unleaded,108.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,36,28,2031,11255
Toyota,2005,regular unleaded,108.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,36,28,2031,11785
Toyota,2005,regular unleaded,108.0,4.0,MANUAL,front wheel drive,2.0,Compact,38,30,2031,10455
Mitsubishi,2010,regular unleaded,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,26,19,436,27799
Mitsubishi,2010,premium unleaded (recommended),265.0,6.0,AUTOMATIC,front wheel drive,2.0,Compact,24,16,436,32599
Mitsubishi,2011,premium unleaded (recommended),265.0,6.0,AUTOMATIC,front wheel drive,2.0,Compact,24,16,436,32599
Mitsubishi,2011,regular unleaded,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,27,20,436,27999
Mitsubishi,2012,regular unleaded,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,27,20,436,28299
Mitsubishi,2012,premium unleaded (recommended),265.0,6.0,AUTOMATIC,front wheel drive,2.0,Compact,24,16,436,32599
Mitsubishi,2012,regular unleaded,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,27,20,436,27999
Mitsubishi,2010,regular unleaded,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,27,20,436,24699
Mitsubishi,2010,regular unleaded,162.0,4.0,MANUAL,front wheel drive,2.0,Compact,28,20,436,20699
Mitsubishi,2010,premium unleaded (recommended),265.0,6.0,AUTOMATIC,front wheel drive,2.0,Compact,24,16,436,29089
Mitsubishi,2010,regular unleaded,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,27,20,436,21699
Mitsubishi,2010,premium unleaded (recommended),265.0,6.0,MANUAL,front wheel drive,2.0,Compact,25,16,436,28089
Mitsubishi,2011,regular unleaded,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,28,20,436,24699
Mitsubishi,2011,regular unleaded,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,28,20,436,19999
Mitsubishi,2011,regular unleaded,162.0,4.0,MANUAL,front wheel drive,2.0,Compact,28,20,436,18999
Mitsubishi,2011,premium unleaded (recommended),265.0,6.0,AUTOMATIC,front wheel drive,2.0,Compact,25,17,436,29089
Mitsubishi,2012,regular unleaded,162.0,4.0,MANUAL,front wheel drive,2.0,Compact,28,20,436,19499
Mitsubishi,2012,regular unleaded,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,28,20,436,20499
Mitsubishi,2012,regular unleaded,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,28,20,436,24699
Mitsubishi,2012,premium unleaded (recommended),265.0,6.0,AUTOMATIC,front wheel drive,2.0,Compact,25,17,436,29089
Ford,2015,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,28,20,5657,30095
Ford,2015,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,28,20,5657,33495
Ford,2015,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,30,20,5657,28100
Ford,2015,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,30,20,5657,31500
Ford,2015,regular unleaded,315.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,24,17,5657,40095
Ford,2015,regular unleaded,315.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,27,18,5657,38100
Ford,2015,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,28,20,5657,37595
Ford,2015,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,30,20,5657,35600
Ford,2016,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,30,20,5657,28700
Ford,2016,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,28,20,5657,30695
Ford,2016,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,30,20,5657,31790
Ford,2016,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,28,20,5657,37595
Ford,2016,regular unleaded,315.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,24,17,5657,40900
Ford,2016,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,28,20,5657,33785
Ford,2016,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,30,20,5657,35600
Ford,2017,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,29,21,5657,28950
Ford,2017,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,27,20,5657,37595
Ford,2017,regular unleaded,315.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,24,17,5657,40900
Ford,2017,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,27,20,5657,30945
Ford,2017,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,27,20,5657,33785
Ford,2017,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,29,20,5657,31790
Ford,2017,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,29,20,5657,35600
Oldsmobile,1993,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,26,17,26,2000
Oldsmobile,1994,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,26,17,26,2000
Oldsmobile,1995,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,26,17,26,2000
Oldsmobile,1995,regular unleaded,225.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,26,17,26,2000
Oldsmobile,1997,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,26,17,26,2000
Oldsmobile,1998,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,27,17,26,2000
Oldsmobile,1998,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,27,17,26,2098
Oldsmobile,1999,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,27,17,26,2210
Oldsmobile,1999,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,27,17,26,2107
Oldsmobile,1999,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,27,17,26,2320
Hyundai,2013,regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,37,27,1439,18595
Hyundai,2013,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,37,27,1439,18595
Hyundai,2013,regular unleaded,148.0,4.0,MANUAL,front wheel drive,2.0,Compact,38,28,1439,19895
Hyundai,2013,regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,37,27,1439,20895
Hyundai,2013,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,37,27,1439,20895
Hyundai,2013,regular unleaded,148.0,4.0,MANUAL,front wheel drive,2.0,Compact,38,28,1439,17595
Hyundai,2014,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,34,24,1439,19600
Hyundai,2014,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,34,24,1439,19600
Hyundai,2015,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,33,24,1439,19800
Hyundai,2015,regular unleaded,173.0,4.0,MANUAL,front wheel drive,4.0,Compact,34,24,1439,18800
Hyundai,2016,regular unleaded,173.0,4.0,MANUAL,front wheel drive,4.0,Compact,33,24,1439,18800
Hyundai,2016,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,33,24,1439,19800
Hyundai,2017,regular unleaded,173.0,4.0,MANUAL,front wheel drive,4.0,Compact,32,24,1439,18800
Hyundai,2017,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,32,24,1439,19800
Hyundai,2010,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,30,23,1439,17195
Hyundai,2010,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,30,23,1439,19795
Hyundai,2010,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,31,23,1439,15995
Hyundai,2010,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,31,23,1439,18995
Hyundai,2011,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,31,23,1439,15995
Hyundai,2011,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,31,23,1439,19495
Hyundai,2011,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,30,23,1439,17195
Hyundai,2011,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,30,23,1439,20295
Hyundai,2012,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,30,23,1439,17195
Hyundai,2012,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,31,23,1439,15995
Hyundai,2012,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,31,23,1439,19495
Hyundai,2012,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,30,23,1439,20295
Hyundai,2015,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,35,24,1439,22600
Hyundai,2015,regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,37,27,1439,21700
Hyundai,2015,regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,38,28,1439,18250
Hyundai,2015,regular unleaded,145.0,4.0,MANUAL,front wheel drive,4.0,Compact,37,27,1439,17250
Hyundai,2015,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,35,24,1439,22600
Hyundai,2015,regular unleaded,173.0,4.0,MANUAL,front wheel drive,4.0,Compact,34,24,1439,21600
Hyundai,2016,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,35,24,1439,21250
Hyundai,2016,regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,38,28,1439,18250
Hyundai,2016,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,35,24,1439,21250
Hyundai,2016,regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,37,27,1439,21700
Hyundai,2016,regular unleaded,173.0,4.0,MANUAL,front wheel drive,4.0,Compact,34,24,1439,20250
Hyundai,2016,regular unleaded,145.0,4.0,MANUAL,front wheel drive,4.0,Compact,37,27,1439,17250
Hyundai,2016,regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,38,28,1439,19700
Hyundai,2017,regular unleaded,147.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,38,29,1439,18150
Hyundai,2017,regular unleaded,147.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,37,28,1439,22350
Hyundai,2017,regular unleaded,128.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,40,32,1439,20650
Hyundai,2017,regular unleaded,147.0,4.0,MANUAL,front wheel drive,4.0,Compact,36,26,1439,17150
Hyundai,2017,regular unleaded,201.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,33,26,1439,22750
Hyundai,2017,regular unleaded,201.0,4.0,MANUAL,front wheel drive,4.0,Compact,30,22,1439,21650
Hyundai,2017,regular unleaded,147.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,38,29,1439,20250
Cadillac,2000,regular unleaded,275.0,8.0,AUTOMATIC,front wheel drive,2.0,Large,25,15,1624,2905
Cadillac,2000,regular unleaded,300.0,8.0,AUTOMATIC,front wheel drive,2.0,Large,25,15,1624,3257
Cadillac,2001,regular unleaded,300.0,8.0,AUTOMATIC,front wheel drive,2.0,Large,25,15,1624,44011
Cadillac,2001,regular unleaded,275.0,8.0,AUTOMATIC,front wheel drive,2.0,Large,25,15,1624,40436
Cadillac,2002,regular unleaded,300.0,8.0,AUTOMATIC,front wheel drive,2.0,Large,25,16,1624,47660
Cadillac,2002,regular unleaded,300.0,8.0,AUTOMATIC,front wheel drive,2.0,Large,25,16,1624,45265
Cadillac,2002,regular unleaded,275.0,8.0,AUTOMATIC,front wheel drive,2.0,Large,25,16,1624,42130
Buick,1990,regular unleaded,165.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,25,16,155,2000
Honda,2009,regular unleaded,166.0,4.0,MANUAL,all wheel drive,4.0,Compact,23,18,2202,22785
Honda,2009,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,25,20,2202,25770
Honda,2009,regular unleaded,166.0,4.0,MANUAL,front wheel drive,4.0,Compact,23,18,2202,23270
Honda,2009,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,24,19,2202,23585
Honda,2009,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,25,20,2202,20275
Honda,2009,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,25,20,2202,24085
Honda,2009,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,24,19,2202,25285
Honda,2009,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,24,19,2202,21475
Honda,2009,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,25,20,2202,24070
Honda,2009,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,25,20,2202,22385
Honda,2010,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,24,19,2202,23885
Honda,2010,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,25,20,2202,22635
Honda,2010,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,25,20,2202,24335
Honda,2010,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,24,19,2202,25585
Honda,2010,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,25,20,2202,20525
Honda,2010,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,24,19,2202,21775
Honda,2010,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,25,20,2202,24320
Honda,2011,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,24,19,2202,24185
Honda,2011,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,24,19,2202,22075
Honda,2011,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,25,20,2202,20825
Honda,2011,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,25,20,2202,22935
Lotus,2009,premium unleaded (required),189.0,4.0,MANUAL,rear wheel drive,2.0,Compact,27,21,613,43995
Lotus,2009,premium unleaded (required),218.0,4.0,MANUAL,rear wheel drive,2.0,Compact,26,20,613,54990
Lotus,2009,premium unleaded (required),189.0,4.0,MANUAL,rear wheel drive,2.0,Compact,27,21,613,47250
Lotus,2010,premium unleaded (required),189.0,4.0,MANUAL,rear wheel drive,2.0,Compact,27,21,613,47250
Lotus,2010,premium unleaded (required),218.0,4.0,MANUAL,rear wheel drive,2.0,Compact,26,20,613,54990
Lotus,2011,premium unleaded (required),189.0,4.0,MANUAL,rear wheel drive,2.0,Compact,27,21,613,51845
Lotus,2011,premium unleaded (required),217.0,4.0,MANUAL,rear wheel drive,2.0,Compact,26,20,613,54990
Lotus,2011,premium unleaded (required),217.0,4.0,MANUAL,rear wheel drive,2.0,Compact,26,20,613,57950
Buick,2015,regular unleaded,288.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,22,16,155,49305
Buick,2015,regular unleaded,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,24,17,155,39050
Buick,2015,regular unleaded,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,24,17,155,43450
Buick,2015,regular unleaded,288.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,22,16,155,45450
Buick,2015,regular unleaded,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,24,17,155,47305
Buick,2016,regular unleaded,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,22,15,155,43660
Buick,2016,regular unleaded,288.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,22,15,155,49515
Buick,2016,regular unleaded,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,22,15,155,39065
Buick,2016,regular unleaded,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,22,15,155,47515
Buick,2016,regular unleaded,288.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,22,15,155,45660
Buick,2017,regular unleaded,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,22,15,155,39065
Buick,2017,regular unleaded,288.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,22,15,155,45765
Buick,2017,regular unleaded,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,22,15,155,47625
Buick,2017,regular unleaded,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,22,15,155,43765
Buick,2017,regular unleaded,288.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,22,15,155,49625
Buick,2015,regular unleaded,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,30,23,155,29450
Buick,2015,regular unleaded,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,30,23,155,27655
Buick,2015,regular unleaded,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,30,23,155,25565
Buick,2015,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,33,25,155,29435
Buick,2015,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,33,25,155,27950
Buick,2015,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,33,25,155,24065
Buick,2015,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,33,25,155,26155
Buick,2015,regular unleaded,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,30,23,155,30935
Buick,2016,regular unleaded,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,30,23,155,31285
Buick,2016,regular unleaded,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,30,23,155,25565
Buick,2016,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,33,25,155,28300
Buick,2016,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,33,25,155,29785
Buick,2016,regular unleaded,153.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,32,26,155,28850
Buick,2016,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,33,25,155,24065
Buick,2016,regular unleaded,153.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,34,28,155,27350
Buick,2016,regular unleaded,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,30,23,155,29800
